FILENAME;\Hard Disk2\Result\rj-cg-res_20170927_084112.csv
PROTOCOL;rj-cg-res
FILE_VERSION;3.3;
DATE START;2017-09-27;08:41:02
DATE END;2017-09-28;16:06:01;;Last Reading;179;Timestamp;514585325                      
DEVICE;BL012-CX_13F9C7
USER;rj;COMMENT;no comment available
PLATETYPE;MTP-48-FlowerPlate;LOT;UNKOWN
MTP ROWS;6
MTP COLUMNS;8
FILTERSETS;3;REFERENCE_MODE;2;MULTI_PMT;0;

FILTERSET;FILTERNAME;EX [nm];EM [nm];LAYOUT;FILTERNR;GAIN;PHASESTATISTICSSIGMA;SIGNALQUALITYTOLERANCE;REFERENCE VALUE;EM2 [nm];GAIN2;PROCESS PARAMETER
 1;Biomass;620;620;48MTP;1;10;1.00;100.00;179.00;;;SET TEMPERATURE [°C];30.00
 2;pO2-hc;520;600;48MTP;4;30;30.00;40.00;0.00;;;SET HUMIDITY [rH];85.00
 3;pH-hc;470;525;48MTP;3;28;30.00;40.00;0.00;;;SET O2 [%];20.95
;;;;;;;;;;;;SET CO2 [%];0.00
;;;;;;;;;;;;SET SHAKER FREQUENCY [rpm];1400.00
;;;;;;;;;;;;SET CYCLE TIME [min];10
;;;;;;;;;;;;SET EXP TIME [h];-1

READING;WELLNUM;CONTENT;DESCRIPTION;FILTERSET;TIME [h];AMPLITUDE;PHASE;ACT TEMP [°C];ACT HUMIDITY [rH];ACT O2 [%];ACT CO2 [%];COMMENTS;TEMP CHAMBER;TEMP TABLE;TEMP BOTTLE
C1;D05;X29;;1;0.01776;13.08;0.0;29.30;71.80;19.86;0.00;;29.30;31.30;26.80
C1;D04;X28;;1;0.01821;13.25;0.0;29.40;72.06;19.89;0.00;;29.40;31.30;26.90
C1;D03;X27;;1;0.01870;13.05;0.0;29.50;72.71;19.88;0.00;;29.50;31.30;26.90
C1;D02;X26;;1;0.01916;12.65;0.0;29.50;73.30;19.92;0.00;;29.50;31.30;26.90
C1;D01;X25;;1;0.01960;12.62;0.0;29.60;73.95;19.91;0.00;;29.60;31.30;26.90
C1;E01;X33;;1;0.02008;12.94;0.0;29.70;74.53;19.95;0.00;;29.70;31.30;26.90
C1;E02;X34;;1;0.02058;13.28;0.0;29.80;74.99;19.95;0.00;;29.80;31.20;27.00
C1;E03;X35;;1;0.02103;13.77;0.0;29.90;75.06;19.95;0.00;;29.90;31.20;27.00
C1;E04;X36;;1;0.02147;12.90;0.0;29.90;75.58;19.98;0.00;;29.90;31.20;27.10
C1;E05;X37;;1;0.02191;13.29;0.0;30.00;76.10;19.98;0.00;;30.00;31.10;27.10
C1;E06;X38;;1;0.02236;13.36;0.0;30.00;76.56;19.98;0.00;;30.00;31.10;27.10
C1;E07;X39;;1;0.02287;13.31;0.0;30.10;77.07;19.98;0.00;;30.10;31.10;27.10
C1;E08;X40;;1;0.02331;13.14;0.0;30.20;77.07;20.01;0.00;;30.20;31.10;27.10
C1;F08;X48;;1;0.02377;12.57;0.0;30.20;77.47;20.01;0.00;;30.20;31.00;27.20
C1;F07;X47;;1;0.02424;12.89;0.0;30.30;77.86;20.01;0.00;;30.30;30.90;27.20
C1;F06;X46;;1;0.02470;12.87;0.0;30.40;78.19;20.02;0.00;;30.40;30.90;27.20
C1;F05;X45;;1;0.02515;13.14;0.0;30.40;78.51;20.05;0.00;;30.40;30.90;27.30
C1;F04;X44;;1;0.02560;12.94;0.0;30.50;78.80;20.05;0.00;;30.50;30.90;27.30
C1;F03;X43;;1;0.02606;12.70;0.0;30.50;78.84;20.05;0.00;;30.50;30.90;27.30
C1;F02;X42;;1;0.02655;12.91;0.0;30.60;79.17;20.05;0.00;;30.60;30.80;27.30
C1;F01;X41;;1;0.02699;12.53;0.0;30.70;79.43;20.05;0.00;;30.70;30.70;27.30
R;;;;2;0.02972;0.00;0.0;31.00;80.47;20.08;0.00;referencing skipped, REFERENCE VALUE is 0.0 ;31.00;30.20;27.40
C1;A01;X1;;2;0.03577;2.51;41.3;31.60;81.97;20.09;0.00;;31.60;29.60;27.70
C1;A02;X2;;2;0.03635;1.85;41.9;31.70;82.04;20.09;0.00;;31.70;29.60;27.80
C1;A03;X3;;2;0.03693;1.78;42.5;31.70;82.10;20.09;0.00;;31.70;29.70;27.80
C1;A04;X4;;2;0.03751;2.05;41.8;31.70;82.17;20.09;0.00;;31.70;29.70;27.80
C1;A05;X5;;2;0.03808;2.30;42.1;31.70;82.23;20.09;0.00;;31.70;29.70;27.80
C1;A06;X6;;2;0.03867;1.94;41.7;31.80;82.23;20.09;0.00;;31.80;29.70;27.80
C1;A07;X7;;2;0.03923;1.95;43.2;31.80;82.30;20.08;0.00;;31.80;29.70;27.90
C1;A08;X8;;2;0.03980;2.12;41.4;31.90;82.30;20.09;0.00;;31.90;29.70;27.90
C1;B08;X16;;2;0.04040;1.94;42.3;31.90;82.30;20.09;0.00;;31.90;29.70;27.90
C1;B07;X15;;2;0.04097;1.89;42.1;31.90;82.42;20.09;0.00;;31.90;29.70;27.90
C1;B06;X14;;2;0.04155;2.03;41.7;31.90;82.42;20.09;0.00;;31.90;29.60;27.90
C1;B05;X13;;2;0.04212;2.00;41.1;31.90;82.49;20.09;0.00;;31.90;29.60;27.90
C1;B04;X12;;2;0.04270;1.77;40.5;31.90;82.49;20.09;0.00;;31.90;29.60;28.00
C1;B03;X11;;2;0.04327;2.52;42.6;32.00;82.55;20.05;0.00;;32.00;29.60;28.00
C1;B02;X10;;2;0.04385;2.61;40.9;32.00;82.55;20.05;0.00;;32.00;29.60;28.00
C1;B01;X9;;2;0.04442;2.32;42.3;32.00;82.56;20.05;0.00;;32.00;29.70;28.10
C1;C01;X17;;2;0.04501;2.08;42.5;32.00;82.62;20.05;0.00;;32.00;29.70;28.10
C1;C02;X18;;2;0.04558;2.45;41.8;32.00;82.69;20.05;0.00;;32.00;29.70;28.10
C1;C03;X19;;2;0.04616;2.09;42.4;32.00;82.69;20.05;0.00;;32.00;29.80;28.10
C1;C04;X20;;2;0.04673;2.16;41.8;32.00;82.82;20.05;0.00;;32.00;29.90;28.10
C1;C05;X21;;2;0.04730;2.20;42.2;32.00;82.88;20.05;0.00;;32.00;29.90;28.20
C1;C06;X22;;2;0.04788;2.14;41.7;32.00;82.94;20.05;0.00;;32.00;29.90;28.20
C1;C07;X23;;2;0.04845;1.95;41.6;32.00;83.02;20.05;0.00;;32.00;29.90;28.20
C1;C08;X24;;2;0.04902;1.85;41.9;32.00;83.08;20.05;0.00;;32.00;29.90;28.30
C1;D08;X32;;2;0.04962;1.93;42.2;32.00;83.13;20.05;0.00;;32.00;29.90;28.30
C1;D07;X31;;2;0.05019;1.97;42.1;32.00;83.21;20.05;0.00;;32.00;29.90;28.30
C1;D06;X30;;2;0.05077;1.81;42.4;32.00;83.26;20.05;0.00;;32.00;29.90;28.30
C1;D05;X29;;2;0.05134;2.08;42.5;32.00;83.28;20.05;0.00;;32.00;29.90;28.30
C1;D04;X28;;2;0.05190;1.98;40.3;32.00;83.41;20.02;0.00;;32.00;29.90;28.30
C1;D03;X27;;2;0.05251;2.05;41.6;31.90;83.48;20.01;0.00;;31.90;29.90;28.30
C1;D02;X26;;2;0.05307;2.15;42.8;31.90;83.55;20.01;0.00;;31.90;29.90;28.40
C1;D01;X25;;2;0.05366;2.37;42.3;31.90;83.61;20.02;0.00;;31.90;30.00;28.40
C1;E01;X33;;2;0.05424;2.51;41.6;31.90;83.67;20.01;0.00;;31.90;30.00;28.40
C1;E02;X34;;2;0.05480;2.17;41.9;31.90;83.73;20.01;0.00;;31.90;30.00;28.40
C1;E03;X35;;2;0.05538;1.87;41.9;31.90;83.80;20.02;0.00;;31.90;30.00;28.40
C1;E04;X36;;2;0.05596;1.92;42.1;31.90;83.86;20.02;0.00;;31.90;30.00;28.40
C1;E05;X37;;2;0.05653;2.04;42.3;31.90;83.93;20.02;0.00;;31.90;30.00;28.50
C1;E06;X38;;2;0.05710;1.86;41.9;31.90;83.99;20.01;0.00;;31.90;30.00;28.50
C1;E07;X39;;2;0.05768;1.91;42.2;31.80;84.06;20.02;0.00;;31.80;30.00;28.50
C1;E08;X40;;2;0.05826;2.03;40.8;31.80;84.06;20.02;0.00;;31.80;30.00;28.60
C1;F08;X48;;2;0.05886;1.90;41.1;31.80;84.18;20.01;0.00;;31.80;29.90;28.60
C1;F07;X47;;2;0.05943;1.74;40.5;31.70;84.25;20.01;0.00;;31.70;29.90;28.60
C1;F06;X46;;2;0.06000;1.67;41.6;31.70;84.25;20.01;0.00;;31.70;29.90;28.60
C1;F05;X45;;2;0.06058;1.89;41.5;31.70;84.25;20.01;0.00;;31.70;29.90;28.60
C1;F04;X44;;2;0.06115;1.50;40.7;31.70;84.38;20.01;0.00;;31.70;30.10;28.60
C1;F03;X43;;2;0.06172;1.90;42.4;31.70;84.45;20.01;0.00;;31.70;30.10;28.60
C1;F02;X42;;2;0.06230;2.44;41.5;31.70;84.51;20.01;0.00;;31.70;30.10;28.70
C1;F01;X41;;2;0.06288;2.18;41.8;31.60;84.58;20.01;0.00;;31.60;30.20;28.70
R;;;;3;0.06463;0.00;0.0;31.50;84.77;20.01;0.00;referencing skipped, REFERENCE VALUE is 0.0 ;31.50;30.10;28.80
C1;A01;X1;;3;0.06604;114.14;36.1;31.50;84.97;20.02;0.00;;31.50;30.00;28.80
C1;A02;X2;;3;0.06661;88.25;36.0;31.50;85.03;20.01;0.00;;31.50;29.90;28.80
C1;A03;X3;;3;0.06719;89.41;36.2;31.40;85.09;20.02;0.00;;31.40;29.90;28.80
C1;A04;X4;;3;0.06776;98.49;35.9;31.40;85.16;20.02;0.00;;31.40;29.90;28.80
C1;A05;X5;;3;0.06833;86.55;36.3;31.40;85.23;20.01;0.00;;31.40;29.90;28.80
C1;A06;X6;;3;0.06890;81.94;35.9;31.40;85.29;20.01;0.00;;31.40;29.90;28.80
C1;A07;X7;;3;0.06948;106.08;36.4;31.30;85.29;20.01;0.00;;31.30;29.90;28.80
C1;A08;X8;;3;0.07004;87.35;35.4;31.30;85.23;20.01;0.00;;31.30;29.90;28.70
C1;B08;X16;;3;0.07064;108.59;35.8;31.30;85.17;20.01;0.00;;31.30;29.90;28.60
C1;B07;X15;;3;0.07122;102.09;36.2;31.20;85.09;20.01;0.00;;31.20;29.90;28.60
C1;B06;X14;;3;0.07179;106.65;36.8;31.20;84.97;20.01;0.00;;31.20;29.90;28.50
C1;B05;X13;;3;0.07237;109.27;36.4;31.20;84.77;20.01;0.00;;31.20;29.90;28.40
C1;B04;X12;;3;0.07295;101.11;36.6;31.10;84.57;20.01;0.00;;31.10;29.90;28.40
C1;B03;X11;;3;0.07352;105.51;36.3;31.10;84.38;20.01;0.00;;31.10;29.90;28.40
C1;B02;X10;;3;0.07409;100.19;36.2;31.00;84.38;20.01;0.00;;31.00;29.90;28.50
C1;B01;X9;;3;0.07467;110.56;36.2;31.00;84.31;20.02;0.00;;31.00;29.90;28.60
C1;C01;X17;;3;0.07528;111.06;36.2;31.00;84.32;20.01;0.00;;31.00;29.80;28.60
C1;C02;X18;;3;0.07590;105.94;36.4;31.00;84.39;20.01;0.00;;31.00;29.80;28.70
C1;C03;X19;;3;0.07650;99.79;36.2;31.00;84.45;20.01;0.00;;31.00;29.70;28.70
C1;C04;X20;;3;0.07709;106.32;36.5;31.00;84.64;20.01;0.00;;31.00;29.80;28.80
C1;C05;X21;;3;0.07767;99.93;36.3;31.00;84.72;20.01;0.00;;31.00;29.80;28.80
C1;C06;X22;;3;0.07824;94.82;36.3;30.90;84.84;20.01;0.00;;30.90;29.80;28.80
C1;C07;X23;;3;0.07881;99.77;36.3;30.90;84.96;20.01;0.00;;30.90;29.90;28.80
C1;C08;X24;;3;0.07938;119.60;35.7;30.90;85.22;20.01;0.00;;30.90;29.90;28.90
C1;D08;X32;;3;0.07997;116.13;35.7;30.90;85.30;20.01;0.00;;30.90;29.90;28.90
C1;D07;X31;;3;0.08054;116.06;36.1;30.80;85.30;20.01;0.00;;30.80;29.90;28.90
C1;D06;X30;;3;0.08112;101.60;36.0;30.80;85.25;20.01;0.00;;30.80;29.90;28.90
C1;D05;X29;;3;0.08169;103.20;36.4;30.80;85.30;20.01;0.00;;30.80;29.90;28.80
C1;D04;X28;;3;0.08225;100.71;36.2;30.70;85.29;20.00;0.00;;30.70;29.90;28.70
C1;D03;X27;;3;0.08284;106.25;36.5;30.70;85.29;20.01;0.00;;30.70;29.80;28.60
C1;D02;X26;;3;0.08340;106.18;36.4;30.70;85.17;20.01;0.00;;30.70;29.80;28.60
C1;D01;X25;;3;0.08398;110.37;36.1;30.70;85.04;20.01;0.00;;30.70;29.80;28.60
C1;E01;X33;;3;0.08457;110.91;36.2;30.60;85.03;20.01;0.00;;30.60;29.80;28.50
C1;E02;X34;;3;0.08514;94.43;36.4;30.60;84.96;20.01;0.00;;30.60;29.80;28.40
C1;E03;X35;;3;0.08573;101.82;36.1;30.60;84.97;20.01;0.00;;30.60;29.80;28.40
C1;E04;X36;;3;0.08630;93.79;36.4;30.50;84.84;20.01;0.00;;30.50;29.80;28.40
C1;E05;X37;;3;0.08688;105.12;36.3;30.50;84.77;20.01;0.00;;30.50;29.80;28.30
C1;E06;X38;;3;0.08744;104.17;36.1;30.50;84.77;20.01;0.00;;30.50;29.90;28.30
C1;E07;X39;;3;0.08801;112.52;36.3;30.50;84.77;20.00;0.00;;30.50;29.90;28.30
C1;E08;X40;;3;0.08857;118.91;35.8;30.40;84.64;20.01;0.00;;30.40;29.90;28.30
C1;F08;X48;;3;0.08916;105.79;35.3;30.40;84.57;20.04;0.00;;30.40;29.90;28.30
C1;F07;X47;;3;0.08973;99.53;35.8;30.40;84.64;20.04;0.00;;30.40;29.90;28.40
C1;F06;X46;;3;0.09030;108.61;36.1;30.40;84.64;20.04;0.00;;30.40;29.90;28.50
C1;F05;X45;;3;0.09088;91.32;35.8;30.40;84.97;20.04;0.00;;30.40;29.90;28.60
C1;F04;X44;;3;0.09146;106.50;36.0;30.40;85.04;20.03;0.00;;30.40;29.90;28.60
C1;F03;X43;;3;0.09203;117.08;36.0;30.40;85.17;20.04;0.00;;30.40;29.90;28.60
C1;F02;X42;;3;0.09260;107.63;36.0;30.40;85.37;20.04;0.00;;30.40;29.90;28.70
C1;F01;X41;;3;0.09319;115.31;36.3;30.40;85.56;20.03;0.00;;30.40;29.90;28.70
R;;;;1;0.17470;163.10;0.0;29.80;86.02;20.13;0.00;test measure for referencing with gain 7 ;29.80;29.80;28.00
C2;A01;X1;;1;0.17635;13.22;0.0;29.80;85.95;20.13;0.00;;29.80;29.80;27.90
C2;A02;X2;;1;0.17681;12.79;0.0;29.80;85.97;20.13;0.00;;29.80;29.80;27.90
C2;A03;X3;;1;0.17724;14.10;0.0;29.80;85.88;20.13;0.00;;29.80;29.80;27.90
C2;A04;X4;;1;0.17769;12.85;0.0;29.80;85.82;20.13;0.00;;29.80;29.80;27.90
C2;A05;X5;;1;0.17814;13.10;0.0;29.80;85.75;20.13;0.00;;29.80;29.80;27.90
C2;A06;X6;;1;0.17863;12.70;0.0;29.80;85.75;20.13;0.00;;29.80;29.80;27.90
C2;A07;X7;;1;0.17907;13.19;0.0;29.80;85.78;20.12;0.00;;29.80;29.80;27.90
C2;A08;X8;;1;0.17953;13.16;0.0;29.80;85.69;20.12;0.00;;29.80;29.80;27.90
C2;B08;X16;;1;0.17999;13.37;0.0;29.80;85.62;20.13;0.00;;29.80;29.80;27.90
C2;B07;X15;;1;0.18045;12.86;0.0;29.80;85.55;20.13;0.00;;29.80;29.80;27.90
C2;B06;X14;;1;0.18091;12.98;0.0;29.80;85.49;20.13;0.00;;29.80;29.80;27.90
C2;B05;X13;;1;0.18135;14.37;0.0;29.80;85.48;20.13;0.00;;29.80;29.80;27.90
C2;B04;X12;;1;0.18181;13.57;0.0;29.80;85.42;20.13;0.00;;29.80;29.80;27.90
C2;B03;X11;;1;0.18226;13.39;0.0;29.80;85.43;20.13;0.00;;29.80;29.80;27.90
C2;B02;X10;;1;0.18270;12.79;0.0;29.80;85.36;20.13;0.00;;29.80;29.80;27.90
C2;B01;X9;;1;0.18319;13.25;0.0;29.80;85.30;20.13;0.00;;29.80;29.80;27.90
C2;C01;X17;;1;0.18366;13.44;0.0;29.80;85.30;20.12;0.00;;29.80;29.70;27.90
C2;C02;X18;;1;0.18412;13.42;0.0;29.80;85.29;20.13;0.00;;29.80;29.70;27.90
C2;C03;X19;;1;0.18461;13.22;0.0;29.80;85.17;20.13;0.00;;29.80;29.70;27.80
C2;C04;X20;;1;0.18504;13.08;0.0;29.80;85.23;20.13;0.00;;29.80;29.70;27.80
C2;C05;X21;;1;0.18551;13.65;0.0;29.80;85.16;20.13;0.00;;29.80;29.70;27.80
C2;C06;X22;;1;0.18596;13.39;0.0;29.80;85.10;20.13;0.00;;29.80;29.70;27.80
C2;C07;X23;;1;0.18640;13.33;0.0;29.80;85.05;20.13;0.00;;29.80;29.80;27.80
C2;C08;X24;;1;0.18689;13.65;0.0;29.80;85.03;20.13;0.00;;29.80;29.80;27.80
C2;D08;X32;;1;0.18736;13.22;0.0;29.80;85.04;20.13;0.00;;29.80;29.80;27.80
C2;D07;X31;;1;0.18781;13.14;0.0;29.80;85.04;20.13;0.00;;29.80;29.80;27.80
C2;D06;X30;;1;0.18830;13.60;0.0;29.80;84.97;20.13;0.00;;29.80;29.90;27.80
C2;D05;X29;;1;0.18874;13.39;0.0;29.80;84.90;20.13;0.00;;29.80;29.90;27.80
C2;D04;X28;;1;0.18920;13.63;0.0;29.80;84.92;20.13;0.00;;29.80;29.90;27.80
C2;D03;X27;;1;0.18965;13.27;0.0;29.80;84.90;20.13;0.00;;29.80;29.90;27.80
C2;D02;X26;;1;0.19009;12.79;0.0;29.80;84.84;20.13;0.00;;29.80;29.80;27.80
C2;D01;X25;;1;0.19054;13.05;0.0;29.80;84.75;20.13;0.00;;29.80;29.80;27.80
C2;E01;X33;;1;0.19101;12.99;0.0;29.80;84.78;20.12;0.00;;29.80;29.80;27.80
C2;E02;X34;;1;0.19148;13.65;0.0;29.80;84.84;20.13;0.00;;29.80;29.80;27.80
C2;E03;X35;;1;0.19192;14.03;0.0;29.80;84.83;20.13;0.00;;29.80;29.80;27.90
C2;E04;X36;;1;0.19237;13.29;0.0;29.90;84.90;20.12;0.00;;29.90;29.80;27.90
C2;E05;X37;;1;0.19287;13.20;0.0;29.90;85.03;20.12;0.00;;29.90;29.70;27.90
C2;E06;X38;;1;0.19332;13.28;0.0;29.90;85.23;20.13;0.00;;29.90;29.80;28.00
C2;E07;X39;;1;0.19378;13.51;0.0;29.90;85.43;20.13;0.00;;29.90;29.80;28.10
C2;E08;X40;;1;0.19423;13.26;0.0;29.90;85.61;20.13;0.00;;29.90;29.80;28.10
C2;F08;X48;;1;0.19470;12.72;0.0;29.90;85.62;20.12;0.00;;29.90;29.80;28.10
C2;F07;X47;;1;0.19519;13.02;0.0;29.90;85.76;20.12;0.00;;29.90;29.80;28.10
C2;F06;X46;;1;0.19565;13.02;0.0;29.90;85.88;20.12;0.00;;29.90;29.90;28.10
C2;F05;X45;;1;0.19610;13.67;0.0;29.90;86.01;20.12;0.00;;29.90;29.90;28.10
C2;F04;X44;;1;0.19656;13.51;0.0;29.90;86.08;20.12;0.00;;29.90;29.90;28.00
C2;F03;X43;;1;0.19702;13.29;0.0;29.90;86.13;20.13;0.00;;29.90;29.90;28.00
C2;F02;X42;;1;0.19747;13.63;0.0;29.90;86.08;20.13;0.00;;29.90;29.90;27.90
C2;F01;X41;;1;0.19791;13.13;0.0;29.90;86.08;20.12;0.00;;29.90;29.90;27.90
R;;;;2;0.20065;0.00;0.0;29.90;85.88;20.12;0.00;referencing skipped, REFERENCE VALUE is 0.0 ;29.90;29.80;27.90
C2;A01;X1;;2;0.20670;2.46;41.5;29.90;85.43;20.15;0.00;;29.90;29.90;27.80
C2;A02;X2;;2;0.20728;1.97;41.6;29.90;85.36;20.15;0.00;;29.90;29.80;27.80
C2;A03;X3;;2;0.20785;1.79;40.9;29.90;85.36;20.15;0.00;;29.90;29.80;27.80
C2;A04;X4;;2;0.20841;1.94;39.8;29.90;85.30;20.16;0.00;;29.90;29.80;27.80
C2;A05;X5;;2;0.20899;2.27;41.4;29.90;85.23;20.15;0.00;;29.90;29.80;27.80
C2;A06;X6;;2;0.20956;1.97;41.9;29.90;85.23;20.16;0.00;;29.90;29.80;27.80
C2;A07;X7;;2;0.21013;1.96;41.4;29.90;85.10;20.15;0.00;;29.90;29.80;27.80
C2;A08;X8;;2;0.21070;2.08;40.9;29.90;85.03;20.16;0.00;;29.90;29.80;27.80
C2;B08;X16;;2;0.21130;1.96;40.8;29.90;85.10;20.15;0.00;;29.90;29.90;27.80
C2;B07;X15;;2;0.21188;1.83;39.9;29.90;85.03;20.16;0.00;;29.90;29.90;27.80
C2;B06;X14;;2;0.21246;2.05;41.3;29.90;84.97;20.16;0.00;;29.90;29.90;27.80
C2;B05;X13;;2;0.21302;2.12;41.7;29.90;84.97;20.15;0.00;;29.90;29.90;27.80
C2;B04;X12;;2;0.21359;1.74;41.8;29.90;84.97;20.15;0.00;;29.90;29.90;27.80
C2;B03;X11;;2;0.21416;2.50;41.9;29.90;84.90;20.15;0.00;;29.90;29.90;27.80
C2;B02;X10;;2;0.21473;2.61;41.5;29.90;84.90;20.16;0.00;;29.90;29.90;27.80
C2;B01;X9;;2;0.21531;2.14;41.9;29.90;84.84;20.16;0.00;;29.90;29.80;27.80
C2;C01;X17;;2;0.21591;2.03;40.4;29.90;84.77;20.15;0.00;;29.90;29.80;27.80
C2;C02;X18;;2;0.21648;2.32;41.6;29.90;84.71;20.15;0.00;;29.90;29.80;27.80
C2;C03;X19;;2;0.21704;2.11;42.5;29.90;84.71;20.15;0.00;;29.90;29.80;27.80
C2;C04;X20;;2;0.21761;2.05;40.3;29.90;84.65;20.15;0.00;;29.90;29.70;27.80
C2;C05;X21;;2;0.21818;2.24;42.4;29.90;84.71;20.15;0.00;;29.90;29.70;27.90
C2;C06;X22;;2;0.21877;2.11;42.3;29.90;84.84;20.15;0.00;;29.90;29.80;27.90
C2;C07;X23;;2;0.21934;1.88;40.4;30.00;84.97;20.15;0.00;;30.00;29.80;28.00
C2;C08;X24;;2;0.21992;1.82;41.7;30.00;85.16;20.15;0.00;;30.00;29.80;28.10
C2;D08;X32;;2;0.22052;1.93;40.9;30.00;85.35;20.15;0.00;;30.00;29.80;28.10
C2;D07;X31;;2;0.22108;1.93;40.3;30.00;85.57;20.16;0.00;;30.00;29.80;28.10
C2;D06;X30;;2;0.22166;1.81;39.9;30.00;85.82;20.15;0.00;;30.00;29.80;28.10
C2;D05;X29;;2;0.22224;2.05;41.0;30.00;86.06;20.15;0.00;;30.00;29.90;28.10
C2;D04;X28;;2;0.22281;1.95;39.9;30.00;86.11;20.15;0.00;;30.00;29.90;28.10
C2;D03;X27;;2;0.22338;1.91;40.3;30.00;86.15;20.15;0.00;;30.00;29.90;28.00
C2;D02;X26;;2;0.22395;2.20;41.9;30.00;86.17;20.15;0.00;;30.00;29.80;28.00
